state_code,county_fips,total_apps,originations,denials,denial_rate,denial_rate_white,denial_rate_black,denial_rate_hispanic,disparity_ratio_black,disparity_ratio_hispanic,white_apps,black_apps,hispanic_apps
GA,13069,399,257.0,142.0,0.3559,0.3033,0.631,0.3333,2.08,1.1,244.0,84.0,30.0
LA,22091,292,89.0,203.0,0.6952,0.4194,0.8736,0.6667,2.08,1.59,93.0,174.0,6.0
PR,72139,441,352.0,89.0,0.2018,0.1802,0.375,0.1972,2.08,1.09,383.0,24.0,431.0
AL,01007,370,180.0,190.0,0.5135,0.3968,0.8247,0.4444,2.08,1.12,252.0,97.0,9.0
GA,13147,495,409.0,86.0,0.1737,0.1654,0.3438,0.0714,2.08,0.43,387.0,32.0,14.0
SC,45091,5585,4792.0,793.0,0.142,0.1157,0.2404,0.2027,2.08,1.75,3432.0,728.0,375.0
MS,28027,167,98.0,69.0,0.4132,0.25,0.5208,0.0,2.08,0.0,44.0,96.0,2.0
KY,21107,805,589.0,216.0,0.2683,0.2531,0.5263,0.3636,2.08,1.44,636.0,38.0,11.0
MN,27037,6718,5987.0,731.0,0.1088,0.0862,0.1791,0.3107,2.08,3.6,4373.0,508.0,560.0
TN,47027,125,93.0,32.0,0.256,0.2407,0.5,0.0,2.08,0.0,108.0,2.0,1.0
MD,24035,927,842.0,85.0,0.0917,0.0849,0.1765,0.1304,2.08,1.54,730.0,34.0,23.0
VA,51031,829,667.0,162.0,0.1954,0.1775,0.3671,0.12,2.07,0.68,586.0,79.0,25.0
NC,37031,1727,1443.0,284.0,0.1644,0.1607,0.3333,0.2683,2.07,1.67,1425.0,24.0,41.0
NC,37115,384,290.0,94.0,0.2448,0.2421,0.5,0.1111,2.07,0.46,347.0,2.0,9.0
PA,42111,952,798.0,154.0,0.1618,0.1613,0.3333,0.4444,2.07,2.76,800.0,3.0,9.0
AL,01119,137,60.0,77.0,0.562,0.3143,0.6517,1.0,2.07,3.18,35.0,89.0,1.0
VA,51155,510,409.0,101.0,0.198,0.2014,0.4167,0.5,2.07,2.48,417.0,12.0,6.0
OH,39003,1424,1187.0,237.0,0.1664,0.1624,0.3366,0.2963,2.07,1.82,1053.0,101.0,27.0
OH,39085,3714,3221.0,493.0,0.1327,0.1168,0.2422,0.1552,2.07,1.33,2937.0,128.0,116.0
AL,01125,3541,2780.0,761.0,0.2149,0.1745,0.3608,0.2476,2.07,1.42,2051.0,887.0,105.0
AL,01061,539,366.0,173.0,0.321,0.2974,0.6136,0.2727,2.06,0.92,427.0,44.0,11.0
TN,47077,432,347.0,85.0,0.1968,0.2,0.4118,0.4615,2.06,2.31,355.0,17.0,13.0
KY,21113,830,715.0,115.0,0.1386,0.1389,0.2857,0.2273,2.06,1.64,648.0,14.0,22.0
OH,39035,17180,14730.0,2450.0,0.1426,0.1087,0.2238,0.167,2.06,1.54,10274.0,2645.0,946.0
MS,28121,3266,2744.0,522.0,0.1598,0.1347,0.2782,0.2615,2.06,1.94,2034.0,586.0,65.0
UT,49011,5740,4920.0,820.0,0.1429,0.1285,0.2653,0.2367,2.06,1.84,4668.0,49.0,583.0
UT,49007,391,325.0,66.0,0.1688,0.1617,0.3333,0.2174,2.06,1.34,334.0,3.0,23.0
AR,05119,6114,5118.0,996.0,0.1629,0.1327,0.2736,0.287,2.06,2.16,3203.0,1206.0,331.0
IN,18141,4125,3573.0,552.0,0.1338,0.1197,0.2451,0.188,2.05,1.57,3040.0,306.0,367.0
TX,48015,758,503.0,255.0,0.3364,0.2906,0.5965,0.4503,2.05,1.55,530.0,57.0,171.0
TX,48347,717,472.0,245.0,0.3417,0.3255,0.6667,0.3976,2.05,1.22,513.0,66.0,83.0
TX,48203,1207,791.0,416.0,0.3447,0.2875,0.5907,0.3482,2.05,1.21,800.0,215.0,112.0
MA,25015,1479,1331.0,148.0,0.1001,0.0886,0.1818,0.1509,2.05,1.7,1095.0,33.0,53.0
GA,13067,11301,9726.0,1575.0,0.1394,0.1026,0.2101,0.182,2.05,1.77,5391.0,2332.0,1225.0
TX,48309,3711,3105.0,606.0,0.1633,0.1484,0.3028,0.2307,2.04,1.55,2568.0,218.0,685.0
WY,56037,460,383.0,77.0,0.1674,0.1637,0.3333,0.1739,2.04,1.06,397.0,3.0,46.0
NC,37035,2991,2591.0,400.0,0.1337,0.1185,0.2421,0.1212,2.04,1.02,2177.0,190.0,198.0
FL,12109,8688,7479.0,1209.0,0.1392,0.1289,0.2624,0.1799,2.04,1.4,5905.0,263.0,695.0
LA,22119,643,439.0,204.0,0.3173,0.25,0.5094,0.3333,2.04,1.33,396.0,159.0,9.0
LA,22085,490,263.0,227.0,0.4633,0.4106,0.8333,0.3,2.03,0.73,358.0,48.0,10.0
MS,28135,109,43.0,66.0,0.6055,0.3913,0.7931,,2.03,,46.0,58.0,0.0
CA,06089,2181,1908.0,273.0,0.1252,0.1118,0.2273,0.1768,2.03,1.58,1520.0,22.0,164.0
AL,01117,4321,3642.0,679.0,0.1571,0.134,0.2719,0.2411,2.03,1.8,3044.0,548.0,224.0
GA,13001,258,131.0,127.0,0.4922,0.378,0.7656,0.2222,2.03,0.59,164.0,64.0,9.0
GA,13215,2478,2115.0,363.0,0.1465,0.1126,0.2291,0.2,2.03,1.78,950.0,633.0,145.0
MI,26099,13690,11299.0,2391.0,0.1747,0.1492,0.3034,0.2535,2.03,1.7,8531.0,1490.0,430.0
PA,42029,7290,6346.0,944.0,0.1295,0.1268,0.2571,0.291,2.03,2.3,4867.0,210.0,323.0
NJ,34013,7850,6355.0,1495.0,0.1904,0.1433,0.2898,0.2367,2.02,1.65,3042.0,1625.0,1280.0
VA,51550,4274,3811.0,463.0,0.1083,0.0842,0.1699,0.1135,2.02,1.35,2222.0,836.0,282.0
FL,12033,6453,5174.0,1279.0,0.1982,0.1702,0.3442,0.217,2.02,1.27,4172.0,677.0,401.0
SC,45007,3805,2993.0,812.0,0.2134,0.1868,0.3772,0.2944,2.02,1.58,2752.0,395.0,197.0
ME,23005,4227,3697.0,530.0,0.1254,0.1172,0.2372,0.1594,2.02,1.36,3241.0,156.0,69.0
VA,51143,651,518.0,133.0,0.2043,0.1726,0.3485,0.3684,2.02,2.13,475.0,66.0,19.0
LA,22069,526,295.0,231.0,0.4392,0.3333,0.6744,0.5455,2.02,1.64,279.0,172.0,11.0
FL,12115,9698,8071.0,1627.0,0.1678,0.156,0.3136,0.2143,2.01,1.37,7447.0,220.0,728.0
TX,48481,507,311.0,196.0,0.3866,0.3556,0.7143,0.4364,2.01,1.23,360.0,35.0,165.0
MN,27137,2673,2419.0,254.0,0.095,0.0906,0.1818,0.0606,2.01,0.67,2119.0,22.0,33.0
OH,39081,796,656.0,140.0,0.1759,0.1659,0.3333,0.2222,2.01,1.34,687.0,15.0,9.0
NJ,34031,4208,3464.0,744.0,0.1768,0.1501,0.3013,0.2127,2.01,1.42,2378.0,229.0,1208.0
VA,51740,2107,1827.0,280.0,0.1329,0.0921,0.1847,0.16,2.01,1.74,847.0,693.0,150.0
MA,25009,8916,7729.0,1187.0,0.1331,0.1196,0.2406,0.1933,2.01,1.62,6221.0,399.0,1500.0
PA,42015,693,575.0,118.0,0.1703,0.1656,0.3333,0.0,2.01,0.0,616.0,3.0,2.0
LA,22017,3230,2452.0,778.0,0.2409,0.1853,0.3731,0.3542,2.01,1.91,1533.0,1013.0,96.0
MD,24021,4829,4292.0,537.0,0.1112,0.0939,0.1889,0.1429,2.01,1.52,2587.0,577.0,462.0
NC,37161,1140,848.0,292.0,0.2561,0.2416,0.4828,0.2909,2.0,1.2,890.0,58.0,55.0
TN,47113,1522,1277.0,245.0,0.161,0.1365,0.2727,0.1774,2.0,1.3,960.0,297.0,62.0
NC,37051,6396,5390.0,1006.0,0.1573,0.1079,0.2154,0.1258,2.0,1.17,2696.0,1704.0,771.0
TX,48071,1461,1169.0,292.0,0.1999,0.1764,0.3529,0.1983,2.0,1.12,1032.0,102.0,363.0
OH,39153,8332,7241.0,1091.0,0.1309,0.109,0.2183,0.1463,2.0,1.34,5851.0,623.0,205.0
VA,51530,84,65.0,19.0,0.2262,0.25,0.5,0.0,2.0,0.0,68.0,2.0,2.0
PA,42091,11125,9716.0,1409.0,0.1267,0.1117,0.2229,0.2098,2.0,1.88,7145.0,619.0,386.0
VA,51053,484,405.0,79.0,0.1632,0.1333,0.2667,0.1923,2.0,1.44,300.0,75.0,26.0
PA,42073,1134,904.0,230.0,0.2028,0.1834,0.3659,0.2778,2.0,1.52,949.0,41.0,18.0
TX,48485,1857,1678.0,179.0,0.0964,0.1036,0.2065,0.0529,1.99,0.51,1245.0,92.0,189.0
NC,37191,1914,1502.0,412.0,0.2153,0.1737,0.3463,0.2459,1.99,1.42,1134.0,410.0,183.0
GA,13129,1037,822.0,215.0,0.2073,0.1921,0.3818,0.1604,1.99,0.84,781.0,55.0,106.0
MO,29159,631,566.0,65.0,0.103,0.1079,0.2143,0.1707,1.99,1.58,519.0,14.0,41.0
LA,22073,2309,1778.0,531.0,0.23,0.2205,0.4385,0.2703,1.99,1.23,1288.0,431.0,37.0
IN,18097,14802,12689.0,2113.0,0.1428,0.1075,0.2144,0.199,1.99,1.85,8531.0,2477.0,1658.0
CO,08117,1035,903.0,132.0,0.1275,0.1259,0.25,0.381,1.99,3.03,810.0,4.0,42.0
MS,28093,717,481.0,236.0,0.3291,0.2275,0.4528,0.386,1.99,1.7,378.0,254.0,57.0
MI,26121,2962,2429.0,533.0,0.1799,0.1679,0.3333,0.2773,1.99,1.65,2251.0,153.0,119.0
MS,28101,297,187.0,110.0,0.3704,0.2919,0.5795,0.5714,1.99,1.96,185.0,88.0,7.0
CO,08031,10451,9323.0,1128.0,0.1079,0.0989,0.1953,0.1717,1.98,1.74,7111.0,466.0,1386.0
NM,35061,1583,1214.0,369.0,0.2331,0.2084,0.4118,0.2574,1.98,1.24,1051.0,34.0,707.0
MD,24025,3400,2989.0,411.0,0.1209,0.0977,0.1939,0.1579,1.98,1.62,2087.0,459.0,152.0
IL,17157,335,280.0,55.0,0.1642,0.1443,0.2857,0.0,1.98,0.0,291.0,7.0,15.0
VA,51590,495,397.0,98.0,0.198,0.1488,0.2946,0.2273,1.98,1.53,215.0,129.0,22.0
GA,13207,547,444.0,103.0,0.1883,0.15,0.2967,0.0588,1.98,0.39,360.0,91.0,17.0
VA,51183,139,102.0,37.0,0.2662,0.2162,0.4286,0.4286,1.98,1.98,74.0,35.0,7.0
MI,26065,3823,3121.0,702.0,0.1836,0.1637,0.3244,0.242,1.98,1.48,2742.0,299.0,219.0
WA,53063,7588,6726.0,862.0,0.1136,0.107,0.2114,0.1471,1.98,1.37,5680.0,175.0,272.0
FL,12029,229,120.0,109.0,0.476,0.4149,0.8235,0.5455,1.98,1.31,188.0,17.0,11.0
WI,55009,4118,3809.0,309.0,0.075,0.0683,0.1351,0.132,1.98,1.93,3339.0,37.0,303.0
PR,72015,115,96.0,19.0,0.1652,0.1444,0.2857,0.1696,1.98,1.17,90.0,14.0,112.0
MT,30053,276,209.0,67.0,0.2428,0.2523,0.5,0.375,1.98,1.49,222.0,2.0,8.0
AR,05001,298,230.0,68.0,0.2282,0.181,0.3585,0.5333,1.98,2.95,210.0,53.0,15.0
MI,26107,582,491.0,91.0,0.1564,0.1453,0.2857,0.3333,1.97,2.29,468.0,7.0,6.0
MD,24027,4160,3596.0,564.0,0.1356,0.1015,0.2003,0.2418,1.97,2.38,1508.0,729.0,273.0
OH,39007,1165,954.0,211.0,0.1811,0.1545,0.3043,0.2821,1.97,1.83,971.0,23.0,39.0
SC,45049,339,132.0,207.0,0.6106,0.4126,0.8129,0.75,1.97,1.82,143.0,155.0,12.0
WV,54061,1477,1184.0,293.0,0.1984,0.2081,0.4091,0.1852,1.97,0.89,1091.0,22.0,27.0
KY,21099,358,264.0,94.0,0.2626,0.2532,0.5,0.5,1.97,1.97,312.0,10.0,4.0
FL,12121,726,394.0,332.0,0.4573,0.4162,0.8209,0.398,1.97,0.96,555.0,67.0,98.0
KY,21221,269,208.0,61.0,0.2268,0.2252,0.4444,0.1667,1.97,0.74,222.0,9.0,6.0
OK,40019,716,530.0,186.0,0.2598,0.2376,0.4667,0.2245,1.96,0.94,463.0,30.0,49.0
TX,48459,817,557.0,260.0,0.3182,0.3098,0.6087,0.3953,1.96,1.28,623.0,46.0,43.0
GA,13267,331,262.0,69.0,0.2085,0.2094,0.4103,0.2083,1.96,0.99,234.0,39.0,24.0
MS,28075,912,659.0,253.0,0.2774,0.2043,0.4015,0.5556,1.96,2.72,509.0,274.0,18.0
TX,48283,62,31.0,31.0,0.5,0.5106,1.0,0.6087,1.96,1.19,47.0,1.0,46.0
NJ,34027,5504,4851.0,653.0,0.1186,0.112,0.2195,0.1388,1.96,1.24,3483.0,164.0,569.0
MO,29099,4133,3521.0,612.0,0.1481,0.1404,0.2745,0.3368,1.96,2.4,3377.0,51.0,95.0
NC,37155,2100,970.0,1130.0,0.5381,0.3382,0.6641,0.4824,1.96,1.43,550.0,512.0,170.0
TX,48073,940,560.0,380.0,0.4043,0.3644,0.7143,0.4286,1.96,1.18,708.0,91.0,133.0
SC,45083,7205,5744.0,1461.0,0.2028,0.1746,0.3406,0.2418,1.95,1.39,4904.0,966.0,608.0
AL,01041,236,160.0,76.0,0.322,0.2688,0.5227,0.2,1.95,0.74,160.0,44.0,5.0
OH,39137,404,360.0,44.0,0.1089,0.1027,0.2,0.1,1.95,0.97,370.0,5.0,10.0
LA,22041,241,125.0,116.0,0.4813,0.3938,0.7679,0.5,1.95,1.27,160.0,56.0,2.0
GA,13149,186,120.0,66.0,0.3548,0.3267,0.6364,0.3,1.95,0.92,150.0,11.0,10.0
TX,48049,483,372.0,111.0,0.2298,0.2199,0.4286,0.3016,1.95,1.37,391.0,7.0,63.0
MI,26059,536,446.0,90.0,0.1679,0.1705,0.3333,0.1538,1.95,0.9,475.0,3.0,13.0
MS,28099,310,207.0,103.0,0.3323,0.2879,0.5606,0.3333,1.95,1.16,198.0,66.0,6.0
MN,27171,2896,2538.0,358.0,0.1236,0.1153,0.2244,0.3246,1.95,2.81,2176.0,205.0,114.0
MI,26145,2223,1937.0,286.0,0.1287,0.1119,0.2183,0.2245,1.95,2.01,1653.0,197.0,98.0
IL,17091,1535,1308.0,227.0,0.1479,0.1226,0.2377,0.1882,1.94,1.53,1101.0,122.0,186.0
AL,01001,1177,919.0,258.0,0.2192,0.1838,0.3558,0.2,1.94,1.09,789.0,208.0,25.0
IL,17105,571,482.0,89.0,0.1559,0.1292,0.25,0.303,1.94,2.35,480.0,4.0,33.0
TX,48037,1544,1078.0,466.0,0.3018,0.279,0.5413,0.2439,1.94,0.87,975.0,218.0,82.0
NY,36029,10731,9328.0,1403.0,0.1307,0.111,0.2157,0.2117,1.94,1.91,7496.0,779.0,326.0
OH,39009,415,327.0,88.0,0.212,0.206,0.4,0.2857,1.94,1.39,335.0,10.0,7.0
NC,37153,641,391.0,250.0,0.39,0.2889,0.5597,0.375,1.94,1.3,360.0,159.0,32.0
MI,26163,21471,17054.0,4417.0,0.2057,0.1584,0.3071,0.2132,1.94,1.35,11080.0,4549.0,1027.0
AR,05139,675,348.0,327.0,0.4844,0.3631,0.7032,0.6176,1.94,1.7,336.0,219.0,34.0
OK,40147,872,729.0,143.0,0.164,0.1471,0.2857,0.3488,1.94,2.37,544.0,14.0,43.0
AR,05079,155,90.0,65.0,0.4194,0.3604,0.7,0.0,1.94,0.0,111.0,30.0,9.0
MS,28031,322,163.0,159.0,0.4938,0.377,0.7265,0.6667,1.93,1.77,183.0,117.0,3.0
GA,13013,2053,1787.0,266.0,0.1296,0.1061,0.2051,0.1288,1.93,1.21,1187.0,312.0,427.0
MI,26093,3025,2556.0,469.0,0.155,0.1482,0.2857,0.4,1.93,2.7,2442.0,21.0,65.0
CO,08101,3041,2635.0,406.0,0.1335,0.1213,0.234,0.1504,1.93,1.24,2250.0,94.0,758.0
MD,24045,1343,1140.0,203.0,0.1512,0.1148,0.2211,0.2632,1.93,2.29,749.0,285.0,76.0
VA,51077,187,156.0,31.0,0.1658,0.1726,0.3333,0.0,1.93,0.0,168.0,3.0,2.0
OH,39155,2564,2113.0,451.0,0.1759,0.1619,0.3125,0.2653,1.93,1.64,2113.0,96.0,49.0
MD,24003,8205,7170.0,1035.0,0.1261,0.0963,0.186,0.2117,1.93,2.2,4640.0,1317.0,803.0
IL,17077,547,428.0,119.0,0.2176,0.2009,0.3871,0.32,1.93,1.59,423.0,31.0,25.0
GA,13153,3187,2723.0,464.0,0.1456,0.1069,0.2065,0.2222,1.93,2.08,1459.0,896.0,171.0
IA,19193,1550,1345.0,205.0,0.1323,0.1374,0.2653,0.189,1.93,1.38,1135.0,49.0,291.0
GA,13011,359,282.0,77.0,0.2145,0.2075,0.4,0.1515,1.93,0.73,294.0,5.0,33.0
AL,01127,1049,642.0,407.0,0.388,0.3793,0.7273,0.3824,1.92,1.01,878.0,55.0,34.0
MS,28049,3045,2363.0,682.0,0.224,0.1583,0.3047,0.2083,1.92,1.32,878.0,1395.0,48.0
WI,55055,1211,1045.0,166.0,0.1371,0.1301,0.25,0.2075,1.92,1.59,1022.0,4.0,53.0
NY,36039,704,589.0,115.0,0.1634,0.1564,0.3,0.1944,1.92,1.24,537.0,10.0,36.0
IN,18005,1490,1284.0,206.0,0.1383,0.1302,0.25,0.2344,1.92,1.8,1167.0,28.0,128.0
NJ,34007,6790,5853.0,937.0,0.138,0.1139,0.2184,0.1672,1.92,1.47,3662.0,1053.0,909.0
CA,06111,6173,5284.0,889.0,0.144,0.1346,0.2589,0.1885,1.92,1.4,3916.0,112.0,1321.0
OH,39049,17964,15891.0,2073.0,0.1154,0.0914,0.1759,0.1438,1.92,1.57,10324.0,2394.0,960.0
AK,02020,3513,3227.0,286.0,0.0814,0.0684,0.1314,0.1239,1.92,1.81,2031.0,137.0,226.0
NC,37097,4368,3709.0,659.0,0.1509,0.1348,0.2591,0.1818,1.92,1.35,2952.0,467.0,297.0
OK,40143,9213,8121.0,1092.0,0.1185,0.1108,0.2121,0.1561,1.91,1.41,5532.0,481.0,1012.0
NY,36033,324,263.0,61.0,0.1883,0.1745,0.3333,0.1667,1.91,0.95,275.0,6.0,6.0
MO,29187,1056,917.0,139.0,0.1316,0.1309,0.25,0.4615,1.91,3.53,894.0,4.0,13.0
TX,48315,195,102.0,93.0,0.4769,0.4087,0.7805,0.6667,1.91,1.63,115.0,41.0,9.0
TN,47009,2236,1819.0,417.0,0.1865,0.182,0.3478,0.3947,1.91,2.17,1874.0,23.0,76.0
VA,51007,208,156.0,52.0,0.25,0.2246,0.4286,0.0,1.91,0.0,138.0,35.0,10.0
AL,01089,8558,7427.0,1131.0,0.1322,0.1057,0.202,0.1766,1.91,1.67,5204.0,1386.0,402.0
TX,48183,1701,1290.0,411.0,0.2416,0.2206,0.4216,0.3609,1.91,1.64,1097.0,204.0,230.0
KY,21071,445,214.0,231.0,0.5191,0.5231,1.0,1.0,1.91,1.91,411.0,1.0,1.0
NY,36023,514,410.0,104.0,0.2023,0.2091,0.4,0.3636,1.91,1.74,397.0,5.0,11.0
OH,39063,1081,931.0,150.0,0.1388,0.1309,0.25,0.1731,1.91,1.32,917.0,20.0,52.0
LA,22019,3133,2357.0,776.0,0.2477,0.2351,0.4458,0.3821,1.9,1.63,2097.0,406.0,123.0
FL,12017,3816,3097.0,719.0,0.1884,0.1821,0.3465,0.2316,1.9,1.27,3032.0,101.0,272.0
NC,37113,720,560.0,160.0,0.2222,0.2103,0.4,0.32,1.9,1.52,585.0,5.0,25.0
LA,22127,178,74.0,104.0,0.5843,0.4356,0.8276,,1.9,,101.0,58.0,0.0
OR,41019,1295,1055.0,240.0,0.1853,0.1755,0.3333,0.3774,1.9,2.15,986.0,3.0,53.0
NJ,34005,6830,5937.0,893.0,0.1307,0.1049,0.1994,0.1406,1.9,1.34,3784.0,983.0,647.0
KY,21211,822,717.0,105.0,0.1277,0.1194,0.2273,0.1818,1.9,1.52,628.0,44.0,55.0
NV,32023,1077,897.0,180.0,0.1671,0.1522,0.2889,0.2407,1.9,1.58,716.0,45.0,162.0
NC,37045,1676,1248.0,428.0,0.2554,0.2267,0.4309,0.2661,1.9,1.17,1138.0,246.0,109.0
AR,05013,100,45.0,55.0,0.55,0.4667,0.8889,,1.9,,75.0,18.0,0.0
MN,27019,1944,1811.0,133.0,0.0684,0.062,0.1176,0.2143,1.9,3.46,1468.0,34.0,70.0
OK,40085,179,114.0,65.0,0.3631,0.35,0.6667,0.4615,1.9,1.32,120.0,3.0,39.0
MS,28127,504,279.0,225.0,0.4464,0.3394,0.6461,1.0,1.9,2.95,274.0,178.0,7.0
AR,05109,176,108.0,68.0,0.3864,0.3521,0.6667,0.625,1.89,1.78,142.0,3.0,8.0
IN,18065,695,584.0,111.0,0.1597,0.1583,0.3,0.2727,1.89,1.72,600.0,10.0,11.0
AR,05021,232,173.0,59.0,0.2543,0.2649,0.5,0.6667,1.89,2.52,185.0,2.0,3.0
TN,47045,537,400.0,137.0,0.2551,0.2288,0.4333,0.3,1.89,1.31,424.0,60.0,10.0
MS,28163,277,193.0,84.0,0.3032,0.2323,0.4388,1.0,1.89,4.31,155.0,98.0,1.0
PA,42003,17138,14898.0,2240.0,0.1307,0.1159,0.2194,0.1985,1.89,1.71,11818.0,1135.0,398.0
MS,28145,382,263.0,119.0,0.3115,0.2857,0.54,0.375,1.89,1.31,287.0,50.0,16.0
PA,42083,312,238.0,74.0,0.2372,0.2266,0.4286,0.2,1.89,0.88,256.0,7.0,5.0
CA,06007,2199,1877.0,322.0,0.1464,0.13,0.2444,0.2065,1.88,1.59,1515.0,45.0,247.0
NY,36053,722,604.0,118.0,0.1634,0.1634,0.3077,0.2778,1.88,1.7,606.0,13.0,18.0
MO,29165,1734,1589.0,145.0,0.0836,0.0727,0.137,0.2208,1.88,3.04,1293.0,73.0,77.0
MI,26125,18359,15542.0,2817.0,0.1534,0.14,0.2639,0.2201,1.88,1.57,11836.0,1444.0,695.0
LA,22045,869,607.0,262.0,0.3015,0.256,0.4818,0.2667,1.88,1.04,457.0,220.0,15.0
FL,12107,1210,804.0,406.0,0.3355,0.2922,0.549,0.4646,1.88,1.59,900.0,102.0,99.0
VA,51057,192,131.0,61.0,0.3177,0.2653,0.5,0.25,1.88,0.94,98.0,42.0,8.0
MS,28019,106,61.0,45.0,0.4245,0.3485,0.6538,1.0,1.88,2.87,66.0,26.0,1.0
ME,23019,2114,1795.0,319.0,0.1509,0.1466,0.275,0.0968,1.88,0.66,1692.0,40.0,31.0
KY,21123,268,201.0,67.0,0.25,0.2417,0.4545,0.0,1.88,0.0,211.0,11.0,4.0
NM,35001,9130,7685.0,1445.0,0.1583,0.1318,0.2479,0.2042,1.88,1.55,6131.0,238.0,3418.0
KY,21155,219,156.0,63.0,0.2877,0.2655,0.5,0.25,1.88,0.94,177.0,4.0,4.0
NC,37117,285,175.0,110.0,0.386,0.2857,0.5376,0.375,1.88,1.31,147.0,93.0,8.0
KS,20177,2579,2287.0,292.0,0.1132,0.1084,0.2039,0.1707,1.88,1.58,1818.0,103.0,164.0
GA,13273,189,122.0,67.0,0.3545,0.2344,0.4412,0.2,1.88,0.85,64.0,102.0,5.0
NY,36009,711,598.0,113.0,0.1589,0.1421,0.2667,0.0,1.88,0.0,591.0,15.0,12.0
IL,17197,10126,8881.0,1245.0,0.123,0.1036,0.1944,0.1615,1.88,1.56,6430.0,998.0,1752.0
AL,01033,1018,828.0,190.0,0.1866,0.1734,0.3261,0.3636,1.88,2.1,796.0,92.0,33.0
NY,36119,8687,7405.0,1282.0,0.1476,0.1315,0.2457,0.2133,1.87,1.62,5027.0,761.0,1355.0
AL,01121,1388,855.0,533.0,0.384,0.303,0.5679,0.3182,1.87,1.05,792.0,405.0,22.0
NY,36117,1210,1033.0,177.0,0.1463,0.1488,0.2778,0.3125,1.87,2.1,1055.0,18.0,32.0
NC,37107,902,633.0,269.0,0.2982,0.2275,0.425,0.2667,1.87,1.17,501.0,240.0,60.0
GA,13119,408,315.0,93.0,0.2279,0.2382,0.4444,0.2105,1.87,0.88,319.0,18.0,19.0
NC,37007,338,233.0,105.0,0.3107,0.2209,0.4127,0.3889,1.87,1.76,163.0,126.0,36.0
GA,13103,1629,1389.0,240.0,0.1473,0.1245,0.2324,0.2083,1.87,1.67,1020.0,241.0,96.0
PA,42127,845,729.0,116.0,0.1373,0.1259,0.2353,0.1379,1.87,1.1,683.0,17.0,29.0
GA,13083,263,198.0,65.0,0.2471,0.2679,0.5,0.2,1.87,0.75,224.0,2.0,5.0
NC,37187,122,67.0,55.0,0.4508,0.3382,0.6316,0.5,1.87,1.48,68.0,38.0,2.0
AL,01037,202,99.0,103.0,0.5099,0.3802,0.7105,0.6,1.87,1.58,121.0,38.0,5.0
TX,48051,553,305.0,248.0,0.4485,0.3859,0.72,0.5949,1.87,1.54,355.0,75.0,79.0
FL,12005,5735,4516.0,1219.0,0.2126,0.197,0.3692,0.2723,1.87,1.38,3934.0,344.0,382.0
AL,01023,153,77.0,76.0,0.4967,0.3614,0.6721,1.0,1.86,2.77,83.0,61.0,1.0
MN,27111,760,702.0,58.0,0.0763,0.0674,0.125,0.1667,1.86,2.47,653.0,8.0,18.0
AL,01017,488,303.0,185.0,0.3791,0.2977,0.5528,0.2727,1.86,0.92,262.0,161.0,11.0
LA,22103,4192,3464.0,728.0,0.1737,0.1442,0.2687,0.2591,1.86,1.8,2740.0,629.0,193.0
NC,37025,4539,3834.0,705.0,0.1553,0.1267,0.2356,0.2227,1.86,1.76,2099.0,696.0,494.0
AL,01021,916,602.0,314.0,0.3428,0.3021,0.5604,0.3265,1.86,1.08,715.0,91.0,49.0
AL,01053,479,300.0,179.0,0.3737,0.3087,0.5728,0.5,1.86,1.62,298.0,103.0,18.0
FL,12007,370,254.0,116.0,0.3135,0.2872,0.5333,0.4667,1.86,1.62,289.0,30.0,15.0
IA,19113,4811,4445.0,366.0,0.0761,0.0765,0.1422,0.1704,1.86,2.23,3646.0,204.0,135.0
TX,48093,198,137.0,61.0,0.3081,0.2692,0.5,0.4211,1.86,1.56,156.0,2.0,38.0
NY,36091,3321,2743.0,578.0,0.174,0.1875,0.3469,0.2727,1.85,1.45,2581.0,49.0,66.0
MD,24019,669,543.0,126.0,0.1883,0.1478,0.2733,0.125,1.85,0.85,379.0,172.0,32.0
PR,72089,119,89.0,30.0,0.2521,0.24,0.4444,0.2577,1.85,1.07,100.0,9.0,97.0
TN,47003,931,810.0,121.0,0.13,0.1252,0.2321,0.1325,1.85,1.06,719.0,56.0,83.0
TX,48403,203,114.0,89.0,0.4384,0.4198,0.7778,0.7143,1.85,1.7,162.0,18.0,7.0
IL,17001,644,583.0,61.0,0.0947,0.0903,0.1667,0.3333,1.85,3.69,554.0,12.0,6.0
CO,08077,2866,2488.0,378.0,0.1319,0.1354,0.25,0.2957,1.85,2.18,2341.0,12.0,230.0
TX,48453,18634,15368.0,3266.0,0.1753,0.1541,0.2851,0.3377,1.85,2.19,10047.0,933.0,3553.0
UT,49035,17038,13948.0,3090.0,0.1814,0.1633,0.3025,0.2845,1.85,1.74,12617.0,238.0,3438.0
MD,24011,410,339.0,71.0,0.1732,0.1473,0.2727,0.3043,1.85,2.07,292.0,33.0,23.0
GA,13205,307,120.0,187.0,0.6091,0.4483,0.8295,0.7143,1.85,1.59,145.0,129.0,14.0
KY,21085,457,332.0,125.0,0.2735,0.271,0.5,0.0,1.85,0.0,417.0,4.0,6.0
GA,13139,3415,2895.0,520.0,0.1523,0.145,0.2676,0.1908,1.85,1.32,2303.0,142.0,676.0
WY,56021,2000,1746.0,254.0,0.127,0.1183,0.2174,0.2432,1.84,2.06,1631.0,23.0,185.0
