facility_name,facility_name_norm,state,county,facility_type,severity_score,total_penalties,total_donated,donation_count,unique_donors,unique_committees,years_active
NEWPORT NEWS SHIPBUILDING OAKLAND INDUSTRIAL OIP,NEWPORT NEWS SHIPBUILDING OAKLAND INDUSTRIAL OIP,VA,NEWPORT NEWS CITY,industrial,15.0,0.0,3088190.0,34776,837,86,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
COUNTY CHRYSLER JEEP,COUNTY CHRYSLER JEEP,MD,,water_system,0.0,0.0,3081636.0,3717,574,200,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
ENTERPRISE RENT A CAR,ENTERPRISE RENT A CAR,LA,ASCENSION,industrial,20.0,0.0,3039394.0,15226,1000,121,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
EDWARD C LEVY CO,EDWARD C LEVY,MI,WAYNE,industrial,25.0,0.0,3019411.0,428,39,167,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
S.C. JOHNSON & SON INC. WAXDALE FACILITY,S C JOHNSON SON WAXDALE FACILITY,WI,RACINE,industrial,15.0,0.0,2990220.0,596,127,89,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
MID-ATLANTIC COCA-COLA BOTTLING CO,MID ATLANTIC COCA COLA BOTTLING,MD,BALTIMORE (CITY),industrial,5.0,0.0,2968410.0,27863,1000,314,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SABIN METAL CORP,SABIN METAL,NY,MONROE,industrial,5.0,0.0,2950200.0,536,22,235,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
ALEXANDRIA PINEVILLE REAL ESTATE LLC - TWIN BRIDGES MHP,ALEXANDRIA PINEVILLE REAL ESTATE TWIN BRIDGES MHP,LA,RAPIDES,industrial,15.0,0.0,2930943.0,734,109,105,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,MI,MIDLAND,industrial,30.0,6187.0,2912121.0,22324,1000,358,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BRISTOL MYERS SQUIBB INC,BRISTOL MYERS SQUIBB,NJ,MIDDLESEX,industrial,35.0,1600.0,2901881.0,35279,1000,319,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
NORTH CAROLINA CENTRAL UNIVERSITY,NORTH CAROLINA CENTRAL UNIVERSITY,NC,DURHAM,industrial,30.0,18705.0,2899760.0,21082,1000,401,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
FEDEX EXPRESS (EWRR),FEDEX EXPRESS EWRR,NJ,ESSEX,industrial,25.0,0.0,2890341.0,30841,1000,193,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SIERRA NEVADA BREWING CO.,SIERRA NEVADA BREWING,CA,,water_system,0.0,0.0,2886792.0,11712,435,161,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CARDINAL HEALTH,CARDINAL HEALTH,FL,POLK,industrial,25.0,0.0,2869623.0,43720,1000,209,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UNIVERSITY OF PITTSBURGH THE ASSEMBLY,UNIVERSITY OF PITTSBURGH THE ASSEMBLY,PA,ALLEGHENY,industrial,10.0,0.0,2835639.0,24689,1000,407,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UC - DAVIS,UC DAVIS,CA,YOLO,water_system,25.0,0.0,2801523.0,27018,1000,416,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UNIVERSITY OF ARIZONA,UNIVERSITY OF ARIZONA,AZ,,water_system,0.0,0.0,2793821.0,25616,1000,342,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SAS INSTITUTE INCORPORATED,SAS INSTITUTE,NC,WAKE,industrial,25.0,0.0,2778179.0,4714,296,180,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
HOME DEPOT,HOME DEPOT,FL,PINELLAS,industrial,10.0,0.0,2769750.0,38487,1000,418,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,UT,,water_system,30.0,0.0,2741698.0,25950,1000,478,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UNITED STATES POSTAL SERVICE,UNITED STATES POSTAL SERVICE,IL,DU PAGE,industrial,25.0,0.0,2734442.0,33160,1000,248,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CLEVELAND CLINIC FOUNDATION (1318004311),CLEVELAND CLINIC FOUNDATION 1318004311,OH,CUYAHOGA,industrial,10.0,0.0,2725695.0,15741,1000,397,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
COX ENTERPRISES,COX ENTERPRISES,GA,FULTON COUNTY,industrial,25.0,0.0,2702024.0,13607,668,200,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"GENERAL ANIMAL HOSPITAL, INC.",GENERAL ANIMAL HOSPITAL,LA,ST. TAMMANY,industrial,10.0,0.0,2691990.0,17361,1000,568,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"GILEAD SCIENCES, INC",GILEAD SCIENCES,CA,LOS ANGELES,industrial,15.0,0.0,2672385.0,14557,836,296,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
THORN RUN RD STP,THORN RUN RD STP,PA,WESTMORELAND,industrial,25.0,0.0,2670657.0,3762,126,577,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
YANCEY BROS CO - AUSTELL,YANCEY BROS AUSTELL,GA,COBB,industrial,25.0,3000.0,2649963.0,383,29,163,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
PRICE INDUSTRIES PROGRESS CENTER,PRICE INDUSTRIES PROGRESS CENTER,GA,GWINNETT COUNTY,industrial,10.0,0.0,2648559.0,2259,221,284,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
GREAT LAKES MANUFACTURING,GREAT LAKES MANUFACTURING,PA,ERIE COUNTY,industrial,10.0,0.0,2644093.0,9680,1000,362,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
FISHER CREEK CAMPUS,FISHER CREEK CAMPUS,WA,CLARK,industrial,15.0,0.0,2612099.0,129,7,53,"2019,2020,2021,2022,2023,2024"
SOUTHERN UTE INDIAN TRIBE,SOUTHERN UTE INDIAN TRIBE,CO,LA PLATA,industrial,10.0,0.0,2601685.0,1428,317,84,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BAYLOR COLLEGE OF MEDICINE RESEARCH & DIAGNOSTIC L,BAYLOR COLLEGE OF MEDICINE RESEARCH DIAGNOSTIC L,TX,HARRIS,industrial,20.0,0.0,2580512.0,16731,961,413,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
TCS INDUSTRIES INC,TCS INDUSTRIES,NY,MONROE,industrial,10.0,0.0,2543313.0,655,3,182,"2016,2020,2021,2022,2023,2024"
VANDERBILT UNIVERSITY,VANDERBILT UNIVERSITY,TN,DAVIDSON,industrial,10.0,0.0,2505575.0,16175,968,357,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
RICE UNIVERSITY,RICE UNIVERSITY,TX,HARRIS,water_system,30.0,0.0,2498843.0,10807,510,339,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
JP MORGAN CHASE,JP MORGAN CHASE,LA,ST. TAMMANY,industrial,10.0,0.0,2494395.0,7266,1000,506,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
NEXTERA ENERGY RESOURCES,NEXTERA ENERGY RESOURCES,CO,,water_system,20.0,0.0,2464913.0,24500,664,108,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
PRESIDIO OF SAN FRANCISCO,PRESIDIO OF SAN FRANCISCO,CA,SAN FRANCISCO,industrial,10.0,0.0,2441621.0,15997,1000,417,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BAE SYSTEMS,BAE SYSTEMS,TX,AUSTIN,industrial,25.0,28750.0,2431536.0,20494,1000,434,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
THE GEORGE WASHINGTON UNIVERSITY,THE GEORGE WASHINGTON UNIVERSITY,DC,DISTRICT OF COLUMBIA,industrial,25.0,0.0,2397928.0,14694,1000,479,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
GENERAL ATOMICS ASI,GENERAL ATOMICS ASI,CA,SAN BERNARDINO,industrial,10.0,0.0,2389203.0,18902,371,42,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SIERRA BUSINESS PARK OWNER'S ASSOCIATION,SIERRA BUSINESS PARK OWNER S ASSOCIATION,CA,,water_system,0.0,0.0,2365179.0,14144,1000,590,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
MT VERNON WATER WORKS,MT VERNON WATER WORKS,KY,,water_system,0.0,0.0,2341299.0,2560,127,150,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CITY OF PALO ALTO,CITY OF PALO ALTO,CA,,water_system,15.0,0.0,2336120.0,12522,977,470,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
O'BRIEN CORP,O BRIEN,GA,GLYNN,industrial,10.0,0.0,2319833.0,4148,609,538,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CITY OF LONE STAR,CITY OF LONE STAR,TX,MORRIS,water_system,30.0,0.0,2310876.0,6708,658,368,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UNITED REFINING CO,UNITED REFINING,PA,WARREN,industrial,15.0,0.0,2306820.0,180,20,72,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
FEDERAL EXPRESS CORP.,FEDERAL EXPRESS,IN,MARION,industrial,30.0,140216.0,2302522.0,13529,1000,112,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
NORTHERN ARIZONA UNIVERSITY,NORTHERN ARIZONA UNIVERSITY,AZ,COCONINO,industrial,10.0,0.0,2285102.0,21446,1000,303,"2012,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC,MA,BRISTOL,industrial,15.0,0.0,2263664.0,19726,975,331,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
S & S CENTER,S S CENTER,AK,,water_system,20.0,0.0,2263254.0,15022,1000,610,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
HARVARD BUSINESS SCHOOL RESIDENCE HALL RENOVATION,HARVARD BUSINESS SCHOOL RESIDENCE HALL RENOVATION,MA,,industrial,10.0,0.0,2247534.0,2810,287,322,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"UNIVERSITY OF CALIFORNIA, BERKELEY",UNIVERSITY OF CALIFORNIA BERKELEY,CA,ALAMEDA COUNTY,industrial,40.0,27000.0,2247425.0,11920,919,333,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"NRG ENERGY, INC",NRG ENERGY,DE,SUSSEX,water_system,20.0,0.0,2237398.0,27289,838,146,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
AEP ELMWOOD MARINE SERVICE,AEP ELMWOOD MARINE SERVICE,LA,PLAQUEMINES,industrial,40.0,12673.0,2236640.0,25713,731,17,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
NOVO NORDISK PHARMACEUTICAL,NOVO NORDISK PHARMACEUTICAL,NC,JOHNSTON,industrial,10.0,0.0,2225238.0,56092,1000,184,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"MOUNTAIRE FARMS, INC. (PRINCESS ANNE HATCHERY)",MOUNTAIRE FARMS PRINCESS ANNE HATCHERY,MD,SOMERSET,industrial,10.0,0.0,2199401.0,138,34,26,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UNIVERSITY OF MISSOURI ST LOUIS,UNIVERSITY OF MISSOURI ST LOUIS,MO,ST. LOUIS,industrial,20.0,0.0,2175292.0,26903,1000,365,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
VETERANS AFFAIRS MEDICAL CENTER,VETERANS AFFAIRS MEDICAL CENTER,NC,CUMBERLAND,industrial,10.0,0.0,2174808.0,23162,1000,535,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
EXXONMOBIL CORPORATION,EXXONMOBIL,TX,HARRIS,industrial,25.0,0.0,2174080.0,16184,1000,418,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
TREVOR REES-JONES SCOUT CAMP,TREVOR REES JONES SCOUT CAMP,TX,HENDERSON,water_system,35.0,0.0,2172443.0,23,8,16,"2016,2022,2023,2024"
KENTON MEADOWS - FAST FUEL FOOD STORES INC,KENTON MEADOWS FAST FUEL FOOD STORES,WV,BRAXTON,industrial,25.0,0.0,2166822.0,467,32,167,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
WEST COMMUNITY CENTER-WEST COMMUNITY CENTER,WEST COMMUNITY CENTER WEST COMMUNITY CENTER,OH,COLUMBIANA,industrial,15.0,0.0,2149176.0,33612,1000,648,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
THE DOW CHEMICAL COMPANY,THE DOW CHEMICAL COMPANY,GA,COBB,industrial,20.0,0.0,2127570.0,31948,1000,99,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
COLORADO STATE UNIVERSITY,COLORADO STATE UNIVERSITY,CO,LARIMER,industrial,10.0,0.0,2124873.0,19722,1000,404,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"KINDER MORGAN LIQUID TERMINALS, LLC",KINDER MORGAN LIQUID TERMINALS,PA,PHILADELPHIA,industrial,25.0,12100.0,2119916.0,3913,292,209,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
ST. LOUIS COUNTY WATER COMPANY SOUTH PLANT,ST LOUIS COUNTY WATER COMPANY SOUTH PLANT,MO,ST. LOUIS,industrial,10.0,0.0,2114290.0,12218,1000,318,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CONCORDIA UNIVERSITY WISCONSIN,CONCORDIA UNIVERSITY WISCONSIN,WI,OZAUKEE,industrial,10.0,0.0,2109903.0,14227,1000,317,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BEST BUY 478,BEST BUY 478,NY,QUEENS,industrial,15.0,0.0,2108696.0,47720,1000,191,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BROWN UNIVERSITY CAMPUS GEOTHERMAL TEST WELL INSTALLATION,BROWN UNIVERSITY CAMPUS GEOTHERMAL TEST WELL INSTALLATION,RI,,industrial,10.0,0.0,2108013.0,19446,922,359,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UNIVERSITY OF OREGON,UNIVERSITY OF OREGON,OR,LANE,industrial,10.0,0.0,2107550.0,24981,1000,355,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
DELTA AIRLINES,DELTA AIRLINES,NJ,ESSEX,industrial,25.0,0.0,2098217.0,18423,1000,525,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
FARGO ASSEMBLY,FARGO ASSEMBLY,PA,MONTGOMERY,industrial,10.0,0.0,2085905.0,47,16,16,"2015,2016,2017,2018,2019,2020,2021,2022,2023"
THE BOEING COMPANY,THE BOEING COMPANY,MO,ST CHARLES,industrial,15.0,0.0,2067441.0,21468,1000,459,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
GENERAL DYNAMICS,GENERAL DYNAMICS,MA,NORFOLK,industrial,15.0,0.0,2062262.0,12928,1000,402,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
S & S RESEARCH INC,S S RESEARCH,WI,WAUKESHA,industrial,10.0,0.0,2048236.0,1567,153,170,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
THERMO FISHER SCIENTIFIC,THERMO FISHER SCIENTIFIC,NJ,BERGEN,industrial,25.0,0.0,2042516.0,19889,969,257,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
COMMUNITY HEALTH SERVICES,COMMUNITY HEALTH SERVICES,OH,WOOD,water_system,10.0,0.0,2040023.0,14724,1000,609,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
ASTRAZENECA PHARMACEUTICALS,ASTRAZENECA PHARMACEUTICALS,TX,DALLAS,industrial,10.0,0.0,2031567.0,42982,1000,36,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
TEMPLE UNIVERSITY HOSPITAL EPISCOPAL DIVISION,TEMPLE UNIVERSITY HOSPITAL EPISCOPAL DIVISION,PA,PHILADELPHIA,industrial,10.0,0.0,1992801.0,21588,1000,368,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
TOYOTA MOTOR MANUFACTURING KENTUCKY INC,TOYOTA MOTOR MANUFACTURING KENTUCKY,KY,SCOTT,industrial,10.0,0.0,1976410.0,30470,547,86,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
COMMUNITY WIDE FEDERAL CREDIT UNION,COMMUNITY WIDE FEDERAL CREDIT UNION,IN,ST. JOSEPH,water_system,10.0,0.0,1976115.0,27016,1000,434,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BERKSHIRE HATHAWAY BUILDING CONSTRUCTION,BERKSHIRE HATHAWAY BUILDING CONSTRUCTION,MT,GALLATIN,industrial,10.0,0.0,1971328.0,12451,831,482,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
WAL-MART,WAL MART,AK,,water_system,15.0,0.0,1971081.0,49751,1000,185,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SYOSSET HOSPITAL NORTHWELL HEALTH,SYOSSET HOSPITAL NORTHWELL HEALTH,NY,NASSAU,industrial,10.0,0.0,1965278.0,10882,1000,396,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
GEORGIA PACIFIC CORPORATION,GEORGIA PACIFIC,GA,DOUGHERTY,industrial,25.0,0.0,1960757.0,20722,858,170,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BOARD OF EDUCATION,BOARD OF EDUCATION,NJ,SUSSEX,water_system,15.0,0.0,1949379.0,34799,1000,514,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
20TH CENTURY FOX FILM CORPORATION,20TH CENTURY FOX FILM,CA,LOS ANGELES,industrial,10.0,0.0,1947597.0,7552,499,294,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
KELLER WILLIAMS ASCENSION,KELLER WILLIAMS ASCENSION,LA,ASCENSION,industrial,15.0,0.0,1915397.0,16188,1000,736,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
ALASKA AIRLINES NOME STATION,ALASKA AIRLINES NOME STATION,AK,NOME (CA),industrial,10.0,0.0,1910933.0,15682,1000,249,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
THE PROCTER & GAMBLE PAPER PRODUCT CO,THE PROCTER GAMBLE PAPER PRODUCT,CA,VENTURA,industrial,25.0,0.0,1901844.0,12106,908,251,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
GE AVIATION - WEST COAST OPERATIONS,GE AVIATION WEST COAST OPERATIONS,CA,SAN BERNARDINO,industrial,15.0,0.0,1901670.0,16695,966,189,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"TEXAS INSTRUMENTS, INC.",TEXAS INSTRUMENTS,MA,BRISTOL,industrial,25.0,0.0,1885958.0,16196,998,289,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
TODD CREEK VILLAGE MD,TODD CREEK VILLAGE MD,CO,,water_system,0.0,0.0,1879030.0,177,39,21,"2019,2020,2021,2022,2023,2024"
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,MIDDLESEX,industrial,20.0,0.0,1846580.0,7732,684,294,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
STATE FARM INSURANCE,STATE FARM INSURANCE,LA,ST. TAMMANY,industrial,20.0,0.0,1834908.0,16157,1000,543,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SIERRA PACIFIC INDUSTRIES,SIERRA PACIFIC INDUSTRIES,WA,SKAGIT,industrial,40.0,72250.0,1831334.0,1174,150,176,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
ELECTRIC BOAT CORP,ELECTRIC BOAT,CT,NEW LONDON,industrial,15.0,0.0,1824150.0,11239,530,87,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
WORLD BANK H BLDG,WORLD BANK H BLDG,DC,DISTRICT OF COLUMBIA,industrial,10.0,0.0,1816504.0,16075,829,343,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
WASHINGTON TRUST BANK BELLINGHAM,WASHINGTON TRUST BANK BELLINGHAM,WA,WHATCOM,industrial,10.0,0.0,1792244.0,2990,609,328,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
TOWER COURT MOBILE HOME PARK,TOWER COURT MOBILE HOME PARK,MD,CAROLINE,water_system,25.0,0.0,1782139.0,248,19,68,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BOLLINGER SHIPYARDS LOCKPORT LLC - BOLLINGER ALGIERS LLC,BOLLINGER SHIPYARDS LOCKPORT BOLLINGER ALGIERS,LA,ORLEANS,industrial,10.0,0.0,1780080.0,250,41,84,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
HEALTH QUEST THERAPY INC,HEALTH QUEST THERAPY,AK,,water_system,25.0,0.0,1773582.0,456,37,43,"2015,2016,2017,2018,2019,2020,2021,2022,2024"
BLUE ORIGIN,BLUE ORIGIN,WA,KING,industrial,10.0,0.0,1765196.0,26779,1000,174,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
HY-VEE INC,HY VEE,IL,LASALLE,both,15.0,0.0,1759198.0,14727,991,87,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UNION PACIFIC RR OFFICE BUNKHOUSE,UNION PACIFIC RR OFFICE BUNKHOUSE,WI,,water_system,0.0,0.0,1721550.0,17585,1000,287,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
APPLIED MATERIALS,APPLIED MATERIALS,MT,FLATHEAD,industrial,10.0,0.0,1714344.0,9331,517,317,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
JOHNSON CONTROLS INC,JOHNSON CONTROLS,MD,HARFORD,industrial,15.0,0.0,1713931.0,25572,1000,221,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"REGENERON PHARMACEUTICALS, INC.",REGENERON PHARMACEUTICALS,NY,RENSSELAER,industrial,10.0,0.0,1713402.0,5104,218,166,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
GULF COAST MANUFACTURING LLC,GULF COAST MANUFACTURING,LA,TERREBONNE,industrial,15.0,0.0,1708981.0,3688,537,311,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
MGM RESORTS INTERNATIONAL,MGM RESORTS INTERNATIONAL,NV,CLARK,industrial,35.0,26000.0,1708177.0,9599,395,128,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
HENRY FORD HEALTH SYSTEM,HENRY FORD HEALTH SYSTEM,MI,MACOMB,industrial,10.0,0.0,1707632.0,6574,850,223,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
FRANKLIN SQUARE WD-AS-1/2,FRANKLIN SQUARE WD AS 1 2,NY,NASSAU,industrial,10.0,0.0,1687158.0,1112,52,296,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UNIVERSITY OF NEW MEXICO,UNIVERSITY OF NEW MEXICO,NM,BERNALILLO,water_system,35.0,0.0,1681014.0,13887,947,266,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
ROYAL PIZZA (BT REALTY TRUST),ROYAL PIZZA BT REALTY TRUST,MA,,water_system,0.0,0.0,1674595.0,654,19,168,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
GOLDEN GATE PETROLEUM,GOLDEN GATE PETROLEUM,CA,CONTRA COSTA,industrial,10.0,0.0,1673745.0,4177,382,259,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BLUE RIDGE PRODUCTS INC,BLUE RIDGE PRODUCTS,NC,CATAWBA,industrial,15.0,0.0,1673745.0,3671,486,287,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
FREEPORT-MCMORAN CHICAGO ROD INC.,FREEPORT MCMORAN CHICAGO ROD,IL,COOK,industrial,15.0,0.0,1671936.0,6989,395,161,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
ASHLEY FURNITURE INDUSTRIES INC,ASHLEY FURNITURE INDUSTRIES,WI,TREMPEALEAU,industrial,10.0,0.0,1670431.0,876,110,96,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
MEDICAL CLINIC,MEDICAL CLINIC,PA,LUZERNE,industrial,10.0,0.0,1668696.0,8351,964,540,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
THE SURGERY CENTER,THE SURGERY CENTER,PA,COLUMBIA,water_system,20.0,0.0,1666337.0,12132,1000,431,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
UNIVERSITY OF ROCHESTER,UNIVERSITY OF ROCHESTER,NY,MONROE,industrial,25.0,0.0,1663705.0,13892,1000,354,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
VETERANS ADMINISTRATION,VETERANS ADMINISTRATION,LA,,water_system,15.0,0.0,1661906.0,19918,1000,468,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
GENERAL ELECTRIC CO,GENERAL ELECTRIC,CT,HARTFORD,industrial,15.0,0.0,1661899.0,8538,1000,394,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CROWN EQUIPMENT CORP,CROWN EQUIPMENT,OH,MERCER,industrial,15.0,0.0,1660948.0,1044,76,84,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
TWO TREES SPORTS BAR & GRILL,TWO TREES SPORTS BAR GRILL,NC,,water_system,0.0,0.0,1654939.0,193,23,51,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"JUUL LABS, INC.",JUUL LABS,NC,DURHAM,industrial,10.0,0.0,1634269.0,4432,253,156,"2017,2018,2019,2020,2021,2022,2023,2024"
JOHNS HOPKINS HOSPITAL,JOHNS HOPKINS HOSPITAL,MD,BALTIMORE CITY,industrial,25.0,0.0,1629490.0,11876,1000,338,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
KAISER PERMANENTE MEDICAL OFFICES,KAISER PERMANENTE MEDICAL OFFICES,CA,RIVERSIDE,industrial,10.0,0.0,1628786.0,10492,811,289,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
GULF STATES STEEL INC OF ALABAMA,GULF STATES STEEL OF ALABAMA,AL,ETOWAH,industrial,15.0,0.0,1625926.0,43124,1000,110,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
PG&E,PG E,CA,YUBA,water_system,20.0,0.0,1599332.0,11415,754,319,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
US DEPT DEFENSE/TOBYHANNA ARMY DEPOT,US DEPT DEFENSE TOBYHANNA ARMY DEPOT,PA,MONROE COUNTY,industrial,10.0,0.0,1587921.0,20103,1000,486,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
EDWARDS LIFESCIENCES LLC,EDWARDS LIFESCIENCES,CA,ORANGE,industrial,35.0,500000.0,1586815.0,16428,680,162,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
ROGERS GROUP INC,ROGERS GROUP,AL,JACKSON COUNTY,industrial,20.0,9600.0,1577282.0,2277,314,64,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
